region,APOE,BIN1,PICALM,CLU,ABCA7,TREM2,SORL1,CD2AP,PTK2B,EPHA1,HLA-DRB1,INPP5D,ECHDC3,ZCWPW1,CD33,FERMT2,APH1B,SLC24A4,RIN3,ACE,ADAM10
Left-Cerebellum-Cortex,0.8535909103747805,0.7074014029679973,0.5149195400823803,0.9306529273952909,0.45461467627664465,0.10596246309527108,0.798768490438343,0.3474585857823973,0.48988877090511773,0.297992061855912,0.372424816309472,0.32709459302460414,0.4958499583751387,0.8264369495794416,0.07330948052704456,0.3739144517980574,0.34356443822727945,0.23139747743159,0.13798188215240959,0.06462551286744923,0.5054419690656344
Left-Thalamus-Proper,0.8659451514911254,0.8259653859428837,0.6334172353526045,0.9127094300483763,0.42117615531115343,0.24847834650398823,0.759147661266527,0.20580221657771072,0.2306068920253163,0.23322086096108358,0.42532288465077933,0.6227788992444176,0.2571115436617697,0.7758008149541447,0.17080307155960178,0.47736910563709045,0.3912012387480478,0.4134886150548911,0.19113665960230886,0.13727704993743242,0.525138474315126
Left-Caudate,0.9058433038778603,0.7607361431884999,0.5858503475487009,0.9339233814324842,0.35010322855662007,0.19999740718958636,0.7198644538686179,0.20870596155267435,0.17014672520187957,0.14415291845181138,0.4807049584468599,0.609040325962125,0.24986345144414732,0.7474169927957167,0.15543035968017474,0.4618687782910394,0.3838161977975522,0.36989589967129394,0.14533961069934492,0.4657447493902563,0.49874442312092254
Left-Putamen,0.8934988069242613,0.7791128916582022,0.6253553116184611,0.9080075795203304,0.3410890619140954,0.16386084983364418,0.6992954752021892,0.21676329964640598,0.16505420557650702,0.15721386434383036,0.4079542742471098,0.5731715653836587,0.21051094549802357,0.7207516773187399,0.06983742883516772,0.5224667178223843,0.3777450735978233,0.3385120729927845,0.1314872330280033,0.4398891183148995,0.5435002602497986
Left-Pallidum,0.881873309390094,0.7403069786977243,0.6458730166656433,0.9095318820587103,0.3736104122867774,0.2878627377398236,0.7410132737407055,0.21278739014025874,0.037924137226001464,0.18058918328428744,0.5180625789779161,0.6300550995055976,0.21130048185149253,0.7201477471997964,0.17825734901815082,0.5273319175451789,0.386890605147625,0.34442952081399,0.2056391635381923,0.15852593023906553,0.5476365884936338
Brain-Stem,0.7961050099139864,0.8259993788138541,0.6493887941902269,0.884813575897448,0.4642984705891472,0.24224939619612693,0.7630695669239969,0.20865292638311836,0.052165176824295334,0.19782785037415818,0.45369459976308923,0.643239659766463,0.20493000511288587,0.8012218931639747,0.17770422164981647,0.4637515539674035,0.3843690670950163,0.5790598790178354,0.2249789664809935,0.22314146963873427,0.525818051252338
Left-Hippocampus,0.7624963398603167,0.8242109675025179,0.5819991028984518,0.8905213017237651,0.42281919239288385,0.1837611662735562,0.7561670344039996,0.13042050812652867,0.41432117427962095,0.14953058091785199,0.3923651399599336,0.49894490587576634,0.1822920778742805,0.7334112250200235,0.12949889595896732,0.4150923861045707,0.32570161850217444,0.31901031558049914,0.14389070078307775,0.22515628853746208,0.49135927037681865
Left-Amygdala,0.8647275168491597,0.706861433456857,0.67169957463423,0.8948355284785378,0.34082488561418495,0.12095410277852961,0.6182652615118107,0.1413528240366472,0.18363823098327242,0.10234487462703397,0.32678787998530734,0.5177447057999408,0.34224803497719347,0.679993354696884,0.10457000684960838,0.5744010201340184,0.3741125760408144,0.615961575947828,0.13849914062508606,0.06486203581756049,0.6099642114346586
Left-Accumbens-area,0.8692665869337126,0.7304248020076408,0.6577800194768443,0.9283262545409492,0.38732694944207346,0.2713293150359525,0.7463297994717246,0.2014539354831787,0.07193490326004053,0.1801487762629765,0.5451762008263786,0.7403245795387464,0.27464962548692745,0.7033550436306352,0.20089851808876666,0.5134676009425079,0.3719501877209159,0.5140544464385655,0.23201837908751924,0.16210793786217623,0.5344567393864988
Left-VentralDC,0.8632612964020333,0.8161151648629199,0.6369022339883641,0.9026257953473824,0.4646047177036961,0.22698852259618799,0.7877417576110614,0.18962108396400867,0.13747960060474015,0.20442195592647378,0.4524696630143616,0.61817257695225,0.19734276160044176,0.7964331456111192,0.17443121100903422,0.4741690681284664,0.3720887927664611,0.4346455805156105,0.20902556995586702,0.11273649263950232,0.498655137413702
Right-Cerebellum-Cortex,0.8532930803890972,0.7075852489400623,0.51423764133707,0.9303860239108765,0.45511654659333894,0.10563106299993263,0.798569352363345,0.3480800445716987,0.4893321581195394,0.2981020314517964,0.37040026734665954,0.3269821566388012,0.49413939334343576,0.8263667851019869,0.07165099942101996,0.3738570542601214,0.34369637580019974,0.22667874367236182,0.1363475581328255,0.0656855042394337,0.5094552283179161
Right-Thalamus-Proper,0.8644937851917849,0.8259257179210684,0.631994102080569,0.9128305468226353,0.4280181332569343,0.24879002781551562,0.7581560235702773,0.20565248523706253,0.2585993801587906,0.23592002042749255,0.4159852523457408,0.6167581544935683,0.2575089953026415,0.7725507956946351,0.1719239277860561,0.47597335324536205,0.3903636928736165,0.4073657650662272,0.1915920217973794,0.1356263129180906,0.5232388835302632
Right-Caudate,0.9058433038778603,0.7607361431884999,0.5858503475487009,0.9339233814324842,0.35010322855662007,0.19999740718958636,0.7198644538686179,0.20870596155267435,0.17014672520187957,0.14415291845181138,0.4807049584468599,0.609040325962125,0.24986345144414732,0.7474169927957167,0.15543035968017474,0.4618687782910394,0.3838161977975522,0.36989589967129394,0.14533961069934492,0.4657447493902563,0.49874442312092254
Right-Putamen,0.9059782038977889,0.7796725887894603,0.6154557529975377,0.9118314105179274,0.3416340886799993,0.1598799654647582,0.7036184860443829,0.21532033000847456,0.16309144135729362,0.15204496149351912,0.4125140985748764,0.5836284601194073,0.21314232845536996,0.7356594932727616,0.09146931763371469,0.502529071629865,0.37459593920096745,0.27676941850137027,0.13391100526627286,0.4570034025251618,0.542525995408506
Right-Pallidum,0.881873309390094,0.7403069786977243,0.6458730166656433,0.9095318820587103,0.3736104122867774,0.2878627377398236,0.7410132737407055,0.21278739014025874,0.037924137226001464,0.18058918328428744,0.5180625789779161,0.6300550995055976,0.21130048185149253,0.7201477471997964,0.17825734901815082,0.5273319175451789,0.386890605147625,0.34442952081399,0.2056391635381923,0.15852593023906553,0.5476365884936338
Right-Hippocampus,0.769263275961204,0.824057853686681,0.581917649357518,0.8909619552480031,0.42571260644751807,0.18601179493164977,0.7627983429426612,0.13285363166998806,0.4138660655768498,0.1509079311036291,0.39931423431160745,0.5012609097114213,0.18204186018078555,0.7338880030250785,0.13158113847116676,0.41059988016913174,0.3220421423728119,0.31452661427024703,0.14228500931313176,0.22840571177392505,0.491099643853797
Right-Amygdala,0.8647275168491597,0.706861433456857,0.67169957463423,0.8948355284785378,0.34082488561418495,0.12095410277852961,0.6182652615118107,0.1413528240366472,0.18363823098327242,0.10234487462703397,0.32678787998530734,0.5177447057999408,0.34224803497719347,0.679993354696884,0.10457000684960838,0.5744010201340184,0.3741125760408144,0.615961575947828,0.13849914062508606,0.06486203581756049,0.6099642114346586
Right-Accumbens-area,0.8692665869337126,0.7304248020076408,0.6577800194768443,0.9283262545409492,0.38732694944207346,0.2713293150359525,0.7463297994717246,0.2014539354831787,0.07193490326004053,0.1801487762629765,0.5451762008263786,0.7403245795387464,0.27464962548692745,0.7033550436306352,0.20089851808876666,0.5134676009425079,0.3719501877209159,0.5140544464385655,0.23201837908751924,0.16210793786217623,0.5344567393864988
Right-VentralDC,0.8741903375287599,0.815760791126052,0.6369172206281193,0.9067934797186274,0.45828792293763854,0.24548923459587352,0.784556637030486,0.18331100057614713,0.12431538900054728,0.19003341242932853,0.4539916371686046,0.6298960485817042,0.2048928743009284,0.7929418318786867,0.17651325426794323,0.48983609247971077,0.3809868051452989,0.44381571653730445,0.2177106656751602,0.10014747390740174,0.5058895934270722
ctx-lh-caudalanteriorcingulate,0.8495704686882962,0.7873863611162022,0.5162763314622292,0.9408819746450313,0.3529527555316689,0.17757217799726374,0.785228006952829,0.1349607468578164,0.3558866954128558,0.19860444348496883,0.48875582806241785,0.5175435436840303,0.261641495289105,0.7447874177398448,0.13396118205281654,0.4649321072532414,0.32825897510048924,0.5086160598830163,0.1524047747212847,0.2328709460001065,0.4197570034284472
ctx-lh-caudalmiddlefrontal,0.820869962954071,0.7814465506458504,0.4598422297078652,0.9334875468908688,0.3993575537031628,0.1401901084227673,0.8161900426912689,0.1565012065754671,0.3732938981755416,0.12185218118523318,0.4509382965320054,0.5189263649208705,0.23774170512047346,0.755403566677794,0.14690161224403397,0.35716272889649836,0.30264243088587595,0.5561980587200273,0.14729902470136524,0.19009784156234247,0.3780481183207077
